full_text,cleansing,Tokenization and Case Folding,Filtering/stopword removal,stemming_data
"Soal Dugaan Data Pemilih Bocor, Ketua KPU: Penghitungan Suara Manual.  Hasyim, perhitungan dan rekapitulasi surat suara juga dilakukan secara terbuka. Dia menyebut siapa saja dpt menyaksikan proses penghitungan tersebut. https://t.co/Fo9D5WnPi7 @msaid_didu @sudirmansaid @hipohan",Soal Dugaan Data Pemilih Bocor Ketua KPU Penghitungan Suara Manual  Hasyim perhitungan dan rekapitulasi surat suara juga dilakukan secara terbuka Dia menyebut siapa saja dpt menyaksikan proses penghitungan tersebut  msaiddidu sudirmansaid hipohan,"['soal', 'dugaan', 'data', 'pemilih', 'bocor', 'ketua', 'kpu', 'penghitungan', 'suara', 'manual', 'hasyim', 'perhitungan', 'dan', 'rekapitulasi', 'surat', 'suara', 'juga', 'dilakukan', 'secara', 'terbuka', 'dia', 'menyebut', 'siapa', 'saja', 'dpt', 'menyaksikan', 'proses', 'penghitungan', 'tersebut', 'msaiddidu', 'sudirmansaid', 'hipohan']","['dugaan', 'data', 'pemilih', 'bocor', 'ketua', 'kpu', 'penghitungan', 'suara', 'manual', 'hasyim', 'perhitungan', 'rekapitulasi', 'surat', 'suara', 'terbuka', 'menyebut', 'dpt', 'menyaksikan', 'proses', 'penghitungan', 'msaiddidu', 'sudirmansaid', 'hipohan']",duga data pilih bocor ketua kpu hitung suara manual hasyim hitung rekapitulasi surat suara buka sebut dpt saksi proses hitung msaiddidu sudirmansaid hipohan
"Menteri Komunikasi dan Informatika (Menkominfo), Budi Arie Setiadi merespons santai ihwal kasus dugaan kebocoran data Data Pemilih Tetap alias DPT Komisi Pemilihan Umum (KPU). Budi menuturkan, data KPU yang diduga bocor adalah tanggal lahir dan sebagainya.  #BonusDemografi",Menteri Komunikasi dan Informatika Menkominfo Budi Arie Setiadi merespons santai ihwal kasus dugaan kebocoran data Data Pemilih Tetap alias DPT Komisi Pemilihan Umum KPU Budi menuturkan data KPU yang diduga bocor adalah tanggal lahir dan sebagainya  BonusDemografi,"['menteri', 'komunikasi', 'dan', 'informatika', 'menkominfo', 'budi', 'arie', 'setiadi', 'merespons', 'santai', 'ihwal', 'kasus', 'dugaan', 'kebocoran', 'data', 'data', 'pemilih', 'tetap', 'alias', 'dpt', 'komisi', 'pemilihan', 'umum', 'kpu', 'budi', 'menuturkan', 'data', 'kpu', 'yang', 'diduga', 'bocor', 'adalah', 'tanggal', 'lahir', 'dan', 'sebagainya', 'bonusdemografi']","['menteri', 'komunikasi', 'informatika', 'menkominfo', 'budi', 'arie', 'setiadi', 'merespons', 'santai', 'ihwal', 'dugaan', 'kebocoran', 'data', 'data', 'pemilih', 'alias', 'dpt', 'komisi', 'pemilihan', 'kpu', 'budi', 'data', 'kpu', 'diduga', 'bocor', 'tanggal', 'lahir', 'bonusdemografi']",menteri komunikasi informatika menkominfo budi arie setiadi respons santai ihwal duga bocor data data pilih alias dpt komisi pilih kpu budi data kpu duga bocor tanggal lahir bonusdemografi
"Baru di Pilpres 2024, format debat menimbulkan kegaduhan. Di sisi lain, lagi-lagi data pemilih di KPU bocor. Masih mampukah KPU mengawal pesta demokrasi?  Simak pembahasannya dalam #ROSIKompasTV malam ini pkl 20.30 WIB di KompasTV @Rosi_KompasTV   📺: https://t.co/rUTSoY8ekA https://t.co/cMKdIA6a4w",Baru di Pilpres  format debat menimbulkan kegaduhan Di sisi lain lagilagi data pemilih di KPU bocor Masih mampukah KPU mengawal pesta demokrasi  Simak pembahasannya dalam ROSIKompasTV malam ini pkl  WIB di KompasTV RosiKompasTV     ,"['baru', 'di', 'pilpres', 'format', 'debat', 'menimbulkan', 'kegaduhan', 'di', 'sisi', 'lain', 'lagilagi', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'masih', 'mampukah', 'kpu', 'mengawal', 'pesta', 'demokrasi', 'simak', 'pembahasannya', 'dalam', 'rosikompastv', 'malam', 'ini', 'pkl', 'wib', 'di', 'kompastv', 'rosikompastv']","['pilpres', 'format', 'debat', 'menimbulkan', 'kegaduhan', 'sisi', 'lagilagi', 'data', 'pemilih', 'kpu', 'bocor', 'kpu', 'mengawal', 'pesta', 'demokrasi', 'simak', 'pembahasannya', 'rosikompastv', 'malam', 'pkl', 'wib', 'kompastv', 'rosikompastv']",pilpres format debat timbul gaduh sisi lagilagi data pilih kpu bocor kpu awal pesta demokrasi simak bahas rosikompastv malam pkl wib kompastv rosikompastv
"@younjunzg @sadturnian @tomatoluna @PartaiPerindo ini bisa jadi. tapi emang in general data kita udah gak ada privasinya lagi, di internet aja sering bocor. Bahkan data pemilih di KPU aja bisa kebocoran.",younjunzg sadturnian tomatoluna PartaiPerindo ini bisa jadi tapi emang in general data kita udah gak ada privasinya lagi di internet aja sering bocor Bahkan data pemilih di KPU aja bisa kebocoran,"['younjunzg', 'sadturnian', 'tomatoluna', 'partaiperindo', 'ini', 'bisa', 'jadi', 'tapi', 'emang', 'in', 'general', 'data', 'kita', 'udah', 'gak', 'ada', 'privasinya', 'lagi', 'di', 'internet', 'aja', 'sering', 'bocor', 'bahkan', 'data', 'pemilih', 'di', 'kpu', 'aja', 'bisa', 'kebocoran']","['younjunzg', 'sadturnian', 'tomatoluna', 'partaiperindo', 'emang', 'in', 'general', 'data', 'udah', 'gak', 'privasinya', 'internet', 'aja', 'bocor', 'data', 'pemilih', 'kpu', 'aja', 'kebocoran']",younjunzg sadturnian tomatoluna partaiperindo emang in general data udah gak privasi internet aja bocor data pilih kpu aja bocor
"Baru di Pilpres 2024, format debat menimbulkan kegaduhan. Di sisi lain, lagi-lagi data pemilih di KPU bocor. Masih mampukah KPU mengawal pesta demokrasi?   Simak pembahasannya dalam #ROSIKompasTV malam ini pkl 20.30 WIB di @kompasTV   📺: https://t.co/wAKNcCed5B https://t.co/4OecTqXscl",Baru di Pilpres  format debat menimbulkan kegaduhan Di sisi lain lagilagi data pemilih di KPU bocor Masih mampukah KPU mengawal pesta demokrasi   Simak pembahasannya dalam ROSIKompasTV malam ini pkl  WIB di kompasTV     ,"['baru', 'di', 'pilpres', 'format', 'debat', 'menimbulkan', 'kegaduhan', 'di', 'sisi', 'lain', 'lagilagi', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'masih', 'mampukah', 'kpu', 'mengawal', 'pesta', 'demokrasi', 'simak', 'pembahasannya', 'dalam', 'rosikompastv', 'malam', 'ini', 'pkl', 'wib', 'di', 'kompastv']","['pilpres', 'format', 'debat', 'menimbulkan', 'kegaduhan', 'sisi', 'lagilagi', 'data', 'pemilih', 'kpu', 'bocor', 'kpu', 'mengawal', 'pesta', 'demokrasi', 'simak', 'pembahasannya', 'rosikompastv', 'malam', 'pkl', 'wib', 'kompastv']",pilpres format debat timbul gaduh sisi lagilagi data pilih kpu bocor kpu awal pesta demokrasi simak bahas rosikompastv malam pkl wib kompastv
Bocor lagi data pemilih KPU hingga dugaan intervensi Jokowi dalam kasus e-KTP. https://t.co/jfv3vnfXF3,Bocor lagi data pemilih KPU hingga dugaan intervensi Jokowi dalam kasus eKTP ,"['bocor', 'lagi', 'data', 'pemilih', 'kpu', 'hingga', 'dugaan', 'intervensi', 'jokowi', 'dalam', 'kasus', 'ektp']","['bocor', 'data', 'pemilih', 'kpu', 'dugaan', 'intervensi', 'jokowi', 'ektp']",bocor data pilih kpu duga intervensi jokowi ektp
"@PolJokesID @bawaslu_RI @sadturnian Fafifu wasweswos dibayar buat framing lawan min, noh 200juta data pemilih di KPU bocor lu mingkem 🤣🤣🤣 https://t.co/Pxvi5HFXQd",PolJokesID bawasluRI sadturnian Fafifu wasweswos dibayar buat framing lawan min noh juta data pemilih di KPU bocor lu mingkem 🤣🤣🤣 ,"['poljokesid', 'bawasluri', 'sadturnian', 'fafifu', 'wasweswos', 'dibayar', 'buat', 'framing', 'lawan', 'min', 'noh', 'juta', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'lu', 'mingkem', '🤣🤣🤣']","['poljokesid', 'bawasluri', 'sadturnian', 'fafifu', 'wasweswos', 'dibayar', 'framing', 'lawan', 'min', 'noh', 'juta', 'data', 'pemilih', 'kpu', 'bocor', 'lu', 'mingkem', '🤣🤣🤣']",poljokesid bawasluri sadturnian fafifu wasweswos bayar framing lawan min noh juta data pilih kpu bocor lu mingkem 
"@Rosi_KompasTV Kegaduhan lain di KPU adalah dugaan bocornya data daftar pemilih tetap Pemilu 2024. Bukan sekali ini saja data pemilih milik KPU diduga bocor. Tahun 2022 dibobol Bjorka, lalu tahun ini giliran hacker Jimboi.   Apa tanggung jawab negara atas kebocoran data yang berulang?…",RosiKompasTV Kegaduhan lain di KPU adalah dugaan bocornya data daftar pemilih tetap Pemilu  Bukan sekali ini saja data pemilih milik KPU diduga bocor Tahun  dibobol Bjorka lalu tahun ini giliran hacker Jimboi   Apa tanggung jawab negara atas kebocoran data yang berulang…,"['rosikompastv', 'kegaduhan', 'lain', 'di', 'kpu', 'adalah', 'dugaan', 'bocornya', 'data', 'daftar', 'pemilih', 'tetap', 'pemilu', 'bukan', 'sekali', 'ini', 'saja', 'data', 'pemilih', 'milik', 'kpu', 'diduga', 'bocor', 'tahun', 'dibobol', 'bjorka', 'lalu', 'tahun', 'ini', 'giliran', 'hacker', 'jimboi', 'apa', 'tanggung', 'jawab', 'negara', 'atas', 'kebocoran', 'data', 'yang', 'berulang…']","['rosikompastv', 'kegaduhan', 'kpu', 'dugaan', 'bocornya', 'data', 'daftar', 'pemilih', 'pemilu', 'data', 'pemilih', 'milik', 'kpu', 'diduga', 'bocor', 'dibobol', 'bjorka', 'giliran', 'hacker', 'jimboi', 'tanggung', 'negara', 'kebocoran', 'data', 'berulang…']",rosikompastv gaduh kpu duga bocor data daftar pilih milu data pilih milik kpu duga bocor bobol bjorka gilir hacker jimboi tanggung negara bocor data ulang
@detikcom Keputusan KPU untuk melakukan penghitungan suara manual dan rekapitulasi terbuka adalah langkah transparan dan responsif terhadap dugaan data pemilih bocor.,detikcom Keputusan KPU untuk melakukan penghitungan suara manual dan rekapitulasi terbuka adalah langkah transparan dan responsif terhadap dugaan data pemilih bocor,"['detikcom', 'keputusan', 'kpu', 'untuk', 'melakukan', 'penghitungan', 'suara', 'manual', 'dan', 'rekapitulasi', 'terbuka', 'adalah', 'langkah', 'transparan', 'dan', 'responsif', 'terhadap', 'dugaan', 'data', 'pemilih', 'bocor']","['detikcom', 'keputusan', 'kpu', 'penghitungan', 'suara', 'manual', 'rekapitulasi', 'terbuka', 'langkah', 'transparan', 'responsif', 'dugaan', 'data', 'pemilih', 'bocor']",detikcom putus kpu hitung suara manual rekapitulasi buka langkah transparan responsif duga data pilih bocor
@detikcom Bisa2nya data pemilih bocor..tau ga sih bahayanya @KPU_ID,detikcom Bisanya data pemilih bocortau ga sih bahayanya KPUID,"['detikcom', 'bisanya', 'data', 'pemilih', 'bocortau', 'ga', 'sih', 'bahayanya', 'kpuid']","['detikcom', 'bisanya', 'data', 'pemilih', 'bocortau', 'ga', 'sih', 'bahayanya', 'kpuid']",detikcom bisa data pilih bocortau ga sih bahaya kpuid
"Soal Dugaan Data Pemilih Bocor, Ketua KPU: Penghitungan Suara Manual  KPU mengatakan perhitungan dan rekapitulasi surat suara juga dilakukan terbuka, siapa saja dapat menyaksikan proses tersebut.  &gt &gt  https://t.co/bUpXyLxNy0  #detikPemilu #WaktunyaMilih",Soal Dugaan Data Pemilih Bocor Ketua KPU Penghitungan Suara Manual  KPU mengatakan perhitungan dan rekapitulasi surat suara juga dilakukan terbuka siapa saja dapat menyaksikan proses tersebut  gt gt    detikPemilu WaktunyaMilih,"['soal', 'dugaan', 'data', 'pemilih', 'bocor', 'ketua', 'kpu', 'penghitungan', 'suara', 'manual', 'kpu', 'mengatakan', 'perhitungan', 'dan', 'rekapitulasi', 'surat', 'suara', 'juga', 'dilakukan', 'terbuka', 'siapa', 'saja', 'dapat', 'menyaksikan', 'proses', 'tersebut', 'gt', 'gt', 'detikpemilu', 'waktunyamilih']","['dugaan', 'data', 'pemilih', 'bocor', 'ketua', 'kpu', 'penghitungan', 'suara', 'manual', 'kpu', 'perhitungan', 'rekapitulasi', 'surat', 'suara', 'terbuka', 'menyaksikan', 'proses', 'gt', 'gt', 'detikpemilu', 'waktunyamilih']",duga data pilih bocor ketua kpu hitung suara manual kpu hitung rekapitulasi surat suara buka saksi proses gt gt detikpemilu waktunyamilih
Sambil dipertontonkan drama Debat-Debatan. Sementara itu kita dihipnotis @KPU_ID untuk melupakan Peretasan data Pemilih yg Jumlahnya bukang Kaleng-Kaleng.   Bocor-Bocor.. https://t.co/lgumr3Idxb,Sambil dipertontonkan drama DebatDebatan Sementara itu kita dihipnotis KPUID untuk melupakan Peretasan data Pemilih yg Jumlahnya bukang KalengKaleng   BocorBocor ,"['sambil', 'dipertontonkan', 'drama', 'debatdebatan', 'sementara', 'itu', 'kita', 'dihipnotis', 'kpuid', 'untuk', 'melupakan', 'peretasan', 'data', 'pemilih', 'yg', 'jumlahnya', 'bukang', 'kalengkaleng', 'bocorbocor']","['dipertontonkan', 'drama', 'debatdebatan', 'dihipnotis', 'kpuid', 'melupakan', 'peretasan', 'data', 'pemilih', 'yg', 'bukang', 'kalengkaleng', 'bocorbocor']",tonton drama debatdebatan hipnotis kpuid lupa retas data pilih yg bukang kalengkaleng bocorbocor
"#Paripurna40 Sukamta @FPKSDPRRI #DIY: Ada event yang sangat penting, kita sudah memasuki masa kampanye untuk Pemilu 2024, tetapi di hari pertama kampanye situs KPU dibobol oleh hacker dan ada 204 juta data pemilih yang bocor dan diperjualbelikan ke publik.",Paripurna Sukamta FPKSDPRRI DIY Ada event yang sangat penting kita sudah memasuki masa kampanye untuk Pemilu  tetapi di hari pertama kampanye situs KPU dibobol oleh hacker dan ada  juta data pemilih yang bocor dan diperjualbelikan ke publik,"['paripurna', 'sukamta', 'fpksdprri', 'diy', 'ada', 'event', 'yang', 'sangat', 'penting', 'kita', 'sudah', 'memasuki', 'masa', 'kampanye', 'untuk', 'pemilu', 'tetapi', 'di', 'hari', 'pertama', 'kampanye', 'situs', 'kpu', 'dibobol', 'oleh', 'hacker', 'dan', 'ada', 'juta', 'data', 'pemilih', 'yang', 'bocor', 'dan', 'diperjualbelikan', 'ke', 'publik']","['paripurna', 'sukamta', 'fpksdprri', 'diy', 'event', 'memasuki', 'kampanye', 'pemilu', 'kampanye', 'situs', 'kpu', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'bocor', 'diperjualbelikan', 'publik']",paripurna sukamta fpksdprri diy event pasuk kampanye milu kampanye situs kpu bobol hacker juta data pilih bocor diperjualbelikan publik
Bawaslu Dalami Kasus Dugaan Data Pemilih KPU Bocor  https://t.co/PY52osYfdQ,Bawaslu Dalami Kasus Dugaan Data Pemilih KPU Bocor  ,"['bawaslu', 'dalami', 'kasus', 'dugaan', 'data', 'pemilih', 'kpu', 'bocor']","['bawaslu', 'dalami', 'dugaan', 'data', 'pemilih', 'kpu', 'bocor']",bawaslu dalam duga data pilih kpu bocor
"@msaid_didu Data KPU bocor 5 tahun sekali , KPU digaji nggak si ? Kalau GK kompeten ya mundur saja .....  Bocornya data pemilih KPU dan asam sulfat beda beda tipis ..",msaiddidu Data KPU bocor  tahun sekali  KPU digaji nggak si  Kalau GK kompeten ya mundur saja   Bocornya data pemilih KPU dan asam sulfat beda beda tipis ,"['msaiddidu', 'data', 'kpu', 'bocor', 'tahun', 'sekali', 'kpu', 'digaji', 'nggak', 'si', 'kalau', 'gk', 'kompeten', 'ya', 'mundur', 'saja', 'bocornya', 'data', 'pemilih', 'kpu', 'dan', 'asam', 'sulfat', 'beda', 'beda', 'tipis']","['msaiddidu', 'data', 'kpu', 'bocor', 'kpu', 'digaji', 'nggak', 'si', 'gk', 'kompeten', 'ya', 'mundur', 'bocornya', 'data', 'pemilih', 'kpu', 'asam', 'sulfat', 'beda', 'beda', 'tipis']",msaiddidu data kpu bocor kpu gaji nggak si gk kompeten ya mundur bocor data pilih kpu asam sulfat beda beda tipis
"Mendekati hari pencoblosan, data pemilih diduga bocor &amp  diperjualbelikan di situs gelap! Apa bahaya bocornya data KPU? Ni Luh mengecek dugaan kebocoran data KPU bersama pakar keamanan siber!    Saksikan #NILUH sesaat lagi di @KompasTV!    📺: https://t.co/rUTSoY7Gv2 https://t.co/q0eOMxW0Ij",Mendekati hari pencoblosan data pemilih diduga bocor amp  diperjualbelikan di situs gelap Apa bahaya bocornya data KPU Ni Luh mengecek dugaan kebocoran data KPU bersama pakar keamanan siber    Saksikan NILUH sesaat lagi di KompasTV      ,"['mendekati', 'hari', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'di', 'situs', 'gelap', 'apa', 'bahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'bersama', 'pakar', 'keamanan', 'siber', 'saksikan', 'niluh', 'sesaat', 'lagi', 'di', 'kompastv']","['mendekati', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'situs', 'gelap', 'bahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'pakar', 'keamanan', 'siber', 'saksikan', 'niluh', 'kompastv']",dekat coblos data pilih duga bocor amp diperjualbelikan situs gelap bahaya bocor data kpu ni luh ecek duga bocor data kpu pakar aman siber saksi niluh kompastv
"Anggota Komisi I DPR RI dari Fraksi PKS, Sukamta, menyikapi sekitar 204 juta data pemilih tetap (DPT) di KPU yang kembali bocor. Kali ini diduga dilakukan oleh Jimbo.  #threadtvOne https://t.co/JS1RcKe8q8",Anggota Komisi I DPR RI dari Fraksi PKS Sukamta menyikapi sekitar  juta data pemilih tetap DPT di KPU yang kembali bocor Kali ini diduga dilakukan oleh Jimbo  threadtvOne ,"['anggota', 'komisi', 'i', 'dpr', 'ri', 'dari', 'fraksi', 'pks', 'sukamta', 'menyikapi', 'sekitar', 'juta', 'data', 'pemilih', 'tetap', 'dpt', 'di', 'kpu', 'yang', 'kembali', 'bocor', 'kali', 'ini', 'diduga', 'dilakukan', 'oleh', 'jimbo', 'threadtvone']","['anggota', 'komisi', 'i', 'dpr', 'ri', 'fraksi', 'pks', 'sukamta', 'menyikapi', 'juta', 'data', 'pemilih', 'dpt', 'kpu', 'bocor', 'kali', 'diduga', 'jimbo', 'threadtvone']",anggota komisi i dpr ri fraksi pks sukamta sikap juta data pilih dpt kpu bocor kali duga jimbo threadtvone
"Mendekati hari pencoblosan, data pemilih diduga bocor &amp  diperjualbelikan di situs gelap! Apa bahaya bocornya data KPU? Ni Luh mengecek dugaan kebocoran data KPU bersama pakar keamanan siber!    Saksikan #NILUH pkl 20.30 WIB, di @KompasTV!    📺: https://t.co/rUTSoY8ekA https://t.co/0CL94L5opM",Mendekati hari pencoblosan data pemilih diduga bocor amp  diperjualbelikan di situs gelap Apa bahaya bocornya data KPU Ni Luh mengecek dugaan kebocoran data KPU bersama pakar keamanan siber    Saksikan NILUH pkl  WIB di KompasTV      ,"['mendekati', 'hari', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'di', 'situs', 'gelap', 'apa', 'bahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'bersama', 'pakar', 'keamanan', 'siber', 'saksikan', 'niluh', 'pkl', 'wib', 'di', 'kompastv']","['mendekati', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'situs', 'gelap', 'bahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'pakar', 'keamanan', 'siber', 'saksikan', 'niluh', 'pkl', 'wib', 'kompastv']",dekat coblos data pilih duga bocor amp diperjualbelikan situs gelap bahaya bocor data kpu ni luh ecek duga bocor data kpu pakar aman siber saksi niluh pkl wib kompastv
"Mendekati hari pencoblosan, data pemilih diduga bocor &amp  diperjualbelikan di situs gelap! Apabahaya bocornya data KPU? Ni Luh mengecek dugaan kebocoran data KPU bersama pakarkeamanan siber!  Saksikan #NILUH, pkl 20.30 WIB di @KompasTV!  📺: https://t.co/HQJ3bPW0tL https://t.co/zr7Tk5pMA8",Mendekati hari pencoblosan data pemilih diduga bocor amp  diperjualbelikan di situs gelap Apabahaya bocornya data KPU Ni Luh mengecek dugaan kebocoran data KPU bersama pakarkeamanan siber  Saksikan NILUH pkl  WIB di KompasTV    ,"['mendekati', 'hari', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'di', 'situs', 'gelap', 'apabahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'bersama', 'pakarkeamanan', 'siber', 'saksikan', 'niluh', 'pkl', 'wib', 'di', 'kompastv']","['mendekati', 'pencoblosan', 'data', 'pemilih', 'diduga', 'bocor', 'amp', 'diperjualbelikan', 'situs', 'gelap', 'apabahaya', 'bocornya', 'data', 'kpu', 'ni', 'luh', 'mengecek', 'dugaan', 'kebocoran', 'data', 'kpu', 'pakarkeamanan', 'siber', 'saksikan', 'niluh', 'pkl', 'wib', 'kompastv']",dekat coblos data pilih duga bocor amp diperjualbelikan situs gelap apabahaya bocor data kpu ni luh ecek duga bocor data kpu pakarkeamanan siber saksi niluh pkl wib kompastv
"Imbas 204 Juta Data Pemilih Bocor, KAMMI Laporkan Pimpinan KPU ke DKPP  https://t.co/mh9JsLMXEb",Imbas  Juta Data Pemilih Bocor KAMMI Laporkan Pimpinan KPU ke DKPP  ,"['imbas', 'juta', 'data', 'pemilih', 'bocor', 'kammi', 'laporkan', 'pimpinan', 'kpu', 'ke', 'dkpp']","['imbas', 'juta', 'data', 'pemilih', 'bocor', 'kammi', 'laporkan', 'pimpinan', 'kpu', 'dkpp']",imbas juta data pilih bocor kammi lapor pimpin kpu dkpp
"@PreciosaKanti @TeddGus @prabowo @gibran_tweet Numpang tanya boss,kira2 data pemilih yg bocor di kpu sebanyak 204 juta nemplok dimana ya...",PreciosaKanti TeddGus prabowo gibrantweet Numpang tanya bosskira data pemilih yg bocor di kpu sebanyak  juta nemplok dimana ya,"['preciosakanti', 'teddgus', 'prabowo', 'gibrantweet', 'numpang', 'tanya', 'bosskira', 'data', 'pemilih', 'yg', 'bocor', 'di', 'kpu', 'sebanyak', 'juta', 'nemplok', 'dimana', 'ya']","['preciosakanti', 'teddgus', 'prabowo', 'gibrantweet', 'numpang', 'bosskira', 'data', 'pemilih', 'yg', 'bocor', 'kpu', 'juta', 'nemplok', 'dimana', 'ya']",preciosakanti teddgus prabowo gibrantweet numpang bosskira data pilih yg bocor kpu juta nemplok mana ya
"Betul pak.. Kita semua berupaya mengajak masyarakat untuk memilih, dan menjaga suara  supaya aman, eh.. Kalau data pemilih bocor tentunya rawan disalah gunakan, dan ini berpotensi terjadi kecurangan.. #KPU #Pemilu",Betul pak Kita semua berupaya mengajak masyarakat untuk memilih dan menjaga suara  supaya aman eh Kalau data pemilih bocor tentunya rawan disalah gunakan dan ini berpotensi terjadi kecurangan KPU Pemilu,"['betul', 'pak', 'kita', 'semua', 'berupaya', 'mengajak', 'masyarakat', 'untuk', 'memilih', 'dan', 'menjaga', 'suara', 'supaya', 'aman', 'eh', 'kalau', 'data', 'pemilih', 'bocor', 'tentunya', 'rawan', 'disalah', 'gunakan', 'dan', 'ini', 'berpotensi', 'terjadi', 'kecurangan', 'kpu', 'pemilu']","['berupaya', 'mengajak', 'masyarakat', 'memilih', 'menjaga', 'suara', 'aman', 'eh', 'data', 'pemilih', 'bocor', 'rawan', 'disalah', 'berpotensi', 'kecurangan', 'kpu', 'pemilu']",upaya ajak masyarakat pilih jaga suara aman eh data pilih bocor rawan salah potensi curang kpu milu
"Data Pemilih di KPU Diduga Bocor, Bambang Widjojanto Sebut Legitimasi dan Integritas Pemilu Bisa Tergerus https://t.co/5ZHoYp8mzZ #TempoNasional",Data Pemilih di KPU Diduga Bocor Bambang Widjojanto Sebut Legitimasi dan Integritas Pemilu Bisa Tergerus  TempoNasional,"['data', 'pemilih', 'di', 'kpu', 'diduga', 'bocor', 'bambang', 'widjojanto', 'sebut', 'legitimasi', 'dan', 'integritas', 'pemilu', 'bisa', 'tergerus', 'temponasional']","['data', 'pemilih', 'kpu', 'diduga', 'bocor', 'bambang', 'widjojanto', 'legitimasi', 'integritas', 'pemilu', 'tergerus', 'temponasional']",data pilih kpu duga bocor bambang widjojanto legitimasi integritas milu gerus temponasional
"Data Pemilih Diduga Bocor, Guspardi Desak KPU Bertanggunjawab - Fraksi PAN DPR RI https://t.co/3HLBBsrN3s",Data Pemilih Diduga Bocor Guspardi Desak KPU Bertanggunjawab  Fraksi PAN DPR RI ,"['data', 'pemilih', 'diduga', 'bocor', 'guspardi', 'desak', 'kpu', 'bertanggunjawab', 'fraksi', 'pan', 'dpr', 'ri']","['data', 'pemilih', 'diduga', 'bocor', 'guspardi', 'desak', 'kpu', 'bertanggunjawab', 'fraksi', 'pan', 'dpr', 'ri']",data pilih duga bocor guspardi desak kpu bertanggunjawab fraksi pan dpr ri
Data pemilih diduga bocor?  Siapa yang harus bertanggung jawab?  @KPU_ID  @bawaslu_RI https://t.co/sVpn4nBKsW,Data pemilih diduga bocor  Siapa yang harus bertanggung jawab  KPUID  bawasluRI ,"['data', 'pemilih', 'diduga', 'bocor', 'siapa', 'yang', 'harus', 'bertanggung', 'jawab', 'kpuid', 'bawasluri']","['data', 'pemilih', 'diduga', 'bocor', 'bertanggung', 'kpuid', 'bawasluri']",data pilih duga bocor tanggung kpuid bawasluri
"Data KPU Bocor, Cak Imin: Ini Menunjukkan Keteledoran: Calon wakil presiden nomor urut 1, Abdul Muhaimin Iskandar (Cak Imin), menyebut KPU RI lalai karena sampai terjadi kebocoran data 204 juta pemilih yang dilaporkan dijual. https://t.co/CqNWRjHpFe https://t.co/EKD8SBclJ6",Data KPU Bocor Cak Imin Ini Menunjukkan Keteledoran Calon wakil presiden nomor urut  Abdul Muhaimin Iskandar Cak Imin menyebut KPU RI lalai karena sampai terjadi kebocoran data  juta pemilih yang dilaporkan dijual  ,"['data', 'kpu', 'bocor', 'cak', 'imin', 'ini', 'menunjukkan', 'keteledoran', 'calon', 'wakil', 'presiden', 'nomor', 'urut', 'abdul', 'muhaimin', 'iskandar', 'cak', 'imin', 'menyebut', 'kpu', 'ri', 'lalai', 'karena', 'sampai', 'terjadi', 'kebocoran', 'data', 'juta', 'pemilih', 'yang', 'dilaporkan', 'dijual']","['data', 'kpu', 'bocor', 'cak', 'imin', 'keteledoran', 'calon', 'wakil', 'presiden', 'nomor', 'urut', 'abdul', 'muhaimin', 'iskandar', 'cak', 'imin', 'menyebut', 'kpu', 'ri', 'lalai', 'kebocoran', 'data', 'juta', 'pemilih', 'dilaporkan', 'dijual']",data kpu bocor cak imin teledor calon wakil presiden nomor urut abdul muhaimin iskandar cak imin sebut kpu ri lalai bocor data juta pilih lapor jual
