full_text,cleansing,Tokenization and Case Folding,Filtering/stopword removal,stemming_data
"Data pemilih bocor di KPU, sudah saatnya ketua KPU dipecat karena ktidak maluannya kelola data, dengan demikian ada pertanggung jawaban.",Data pemilih bocor di KPU sudah saatnya ketua KPU dipecat karena ktidak maluannya kelola data dengan demikian ada pertanggung jawaban,"['data', 'pemilih', 'bocor', 'di', 'kpu', 'sudah', 'saatnya', 'ketua', 'kpu', 'dipecat', 'karena', 'ktidak', 'maluannya', 'kelola', 'data', 'dengan', 'demikian', 'ada', 'pertanggung', 'jawaban']","['data', 'pemilih', 'bocor', 'kpu', 'ketua', 'kpu', 'dipecat', 'ktidak', 'maluannya', 'kelola', 'data', 'pertanggung']",data pilih bocor kpu ketua kpu pecat ktidak malu kelola data tanggung
"Bener Gak Sih, Data Pemilih di KPU Bocor dan Di-hack? Begini Ceritanya https://t.co/6xMHDB814g",Bener Gak Sih Data Pemilih di KPU Bocor dan Dihack Begini Ceritanya ,"['bener', 'gak', 'sih', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'dan', 'dihack', 'begini', 'ceritanya']","['bener', 'gak', 'sih', 'data', 'pemilih', 'kpu', 'bocor', 'dihack', 'ceritanya']",bener gak sih data pilih kpu bocor dihack cerita
"Data Pemilih di KPU Bocor Dijual Rp 1,1 Miliar, CISSReC Sudah Peringatkan Ketua KPU Sejak 7 Juni 2023  #TribunKaltim #DataKPUBocor #KPU #Jimbo #DPTPemiluBocor #DPTPemilu2024   https://t.co/YrsgCmIboa lewat @tribunnews",Data Pemilih di KPU Bocor Dijual Rp  Miliar CISSReC Sudah Peringatkan Ketua KPU Sejak  Juni   TribunKaltim DataKPUBocor KPU Jimbo DPTPemiluBocor DPTPemilu    lewat tribunnews,"['data', 'pemilih', 'di', 'kpu', 'bocor', 'dijual', 'rp', 'miliar', 'cissrec', 'sudah', 'peringatkan', 'ketua', 'kpu', 'sejak', 'juni', 'tribunkaltim', 'datakpubocor', 'kpu', 'jimbo', 'dptpemilubocor', 'dptpemilu', 'lewat', 'tribunnews']","['data', 'pemilih', 'kpu', 'bocor', 'dijual', 'rp', 'miliar', 'cissrec', 'peringatkan', 'ketua', 'kpu', 'juni', 'tribunkaltim', 'datakpubocor', 'kpu', 'jimbo', 'dptpemilubocor', 'dptpemilu', 'tribunnews']",data pilih kpu bocor jual rp miliar cissrec ingat ketua kpu juni tribunkaltim datakpubocor kpu jimbo dptpemilubocor dptpemilu tribunnews
"Data Pemilih Bocor, Ketua KPU Sebut Softcopy Data DPT Pemilu 2024 juga Ada di Parpol  #TribunKaltim #DPTPemilu2024 #KPU #DPTBocor #dataKPUBocor   https://t.co/Dyfvq1vMSY lewat @tribunnews",Data Pemilih Bocor Ketua KPU Sebut Softcopy Data DPT Pemilu  juga Ada di Parpol  TribunKaltim DPTPemilu KPU DPTBocor dataKPUBocor    lewat tribunnews,"['data', 'pemilih', 'bocor', 'ketua', 'kpu', 'sebut', 'softcopy', 'data', 'dpt', 'pemilu', 'juga', 'ada', 'di', 'parpol', 'tribunkaltim', 'dptpemilu', 'kpu', 'dptbocor', 'datakpubocor', 'lewat', 'tribunnews']","['data', 'pemilih', 'bocor', 'ketua', 'kpu', 'softcopy', 'data', 'dpt', 'pemilu', 'parpol', 'tribunkaltim', 'dptpemilu', 'kpu', 'dptbocor', 'datakpubocor', 'tribunnews']",data pilih bocor ketua kpu softcopy data dpt milu parpol tribunkaltim dptpemilu kpu dptbocor datakpubocor tribunnews
"Data pemilih diduga bocor, Ketua KPU: Kami baru tahu dari berita https://t.co/CROSDmiMQF",Data pemilih diduga bocor Ketua KPU Kami baru tahu dari berita ,"['data', 'pemilih', 'diduga', 'bocor', 'ketua', 'kpu', 'kami', 'baru', 'tahu', 'dari', 'berita']","['data', 'pemilih', 'diduga', 'bocor', 'ketua', 'kpu', 'berita']",data pilih duga bocor ketua kpu berita
"Lagi, Situs KPU Dilaporkan Dibobol Hacker, Ratusan Juta Data Pemilih Bocor https://t.co/2djsmOBB8t",Lagi Situs KPU Dilaporkan Dibobol Hacker Ratusan Juta Data Pemilih Bocor ,"['lagi', 'situs', 'kpu', 'dilaporkan', 'dibobol', 'hacker', 'ratusan', 'juta', 'data', 'pemilih', 'bocor']","['situs', 'kpu', 'dilaporkan', 'dibobol', 'hacker', 'ratusan', 'juta', 'data', 'pemilih', 'bocor']",situs kpu lapor bobol hacker ratus juta data pilih bocor
"Duh! Data KPU Bocor Lagi, 204 Juta Pemilih se Indonesia Dibobol dan Dijual Hacker Senilai Rp1,2 Miliar - Kabar ID https://t.co/KkvZMbPMAp",Duh Data KPU Bocor Lagi  Juta Pemilih se Indonesia Dibobol dan Dijual Hacker Senilai Rp Miliar  Kabar ID ,"['duh', 'data', 'kpu', 'bocor', 'lagi', 'juta', 'pemilih', 'se', 'indonesia', 'dibobol', 'dan', 'dijual', 'hacker', 'senilai', 'rp', 'miliar', 'kabar', 'id']","['duh', 'data', 'kpu', 'bocor', 'juta', 'pemilih', 'indonesia', 'dibobol', 'dijual', 'hacker', 'senilai', 'rp', 'miliar', 'kabar', 'id']",duh data kpu bocor juta pilih indonesia bobol jual hacker nila rp miliar kabar id
Total ada 252.327.304 data pemilih yg trdaftar di @KPU_ID bocor xobs Pilpres 2024n emang KEREN BGT!! https://t.co/Zb41QX7092,Total ada  data pemilih yg trdaftar di KPUID bocor xobs Pilpres n emang KEREN BGT ,"['total', 'ada', 'data', 'pemilih', 'yg', 'trdaftar', 'di', 'kpuid', 'bocor', 'xobs', 'pilpres', 'n', 'emang', 'keren', 'bgt']","['total', 'data', 'pemilih', 'yg', 'trdaftar', 'kpuid', 'bocor', 'xobs', 'pilpres', 'n', 'emang', 'keren', 'bgt']",total data pilih yg trdaftar kpuid bocor xobs pilpres n emang keren bgt
"Menkominfo Budi Arie mengatakan, data yang bocor dari situs resmi KPU merupakan data daftar pemilih tetap (DPT). Adapun data itu dijual oleh sang hacker senilai Rp 1,1 miliar. Budi mengatakan, data DPT sebenarnya dimiliki oleh semua partai. &lt  #Menkominfo  https://t.co/a5d7EVjsb5",Menkominfo Budi Arie mengatakan data yang bocor dari situs resmi KPU merupakan data daftar pemilih tetap DPT Adapun data itu dijual oleh sang hacker senilai Rp  miliar Budi mengatakan data DPT sebenarnya dimiliki oleh semua partai lt  Menkominfo  ,"['menkominfo', 'budi', 'arie', 'mengatakan', 'data', 'yang', 'bocor', 'dari', 'situs', 'resmi', 'kpu', 'merupakan', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'adapun', 'data', 'itu', 'dijual', 'oleh', 'sang', 'hacker', 'senilai', 'rp', 'miliar', 'budi', 'mengatakan', 'data', 'dpt', 'sebenarnya', 'dimiliki', 'oleh', 'semua', 'partai', 'lt', 'menkominfo']","['menkominfo', 'budi', 'arie', 'data', 'bocor', 'situs', 'resmi', 'kpu', 'data', 'daftar', 'pemilih', 'dpt', 'data', 'dijual', 'sang', 'hacker', 'senilai', 'rp', 'miliar', 'budi', 'data', 'dpt', 'dimiliki', 'partai', 'lt', 'menkominfo']",menkominfo budi arie data bocor situs resmi kpu data daftar pilih dpt data jual sang hacker nila rp miliar budi data dpt milik partai lt menkominfo
"Data 252 Juta Pemilih di Situs KPU Diduga Bocor, Ini Penjelasan Bareskrim Polri https://t.co/EZ6N0huj9f",Data  Juta Pemilih di Situs KPU Diduga Bocor Ini Penjelasan Bareskrim Polri ,"['data', 'juta', 'pemilih', 'di', 'situs', 'kpu', 'diduga', 'bocor', 'ini', 'penjelasan', 'bareskrim', 'polri']","['data', 'juta', 'pemilih', 'situs', 'kpu', 'diduga', 'bocor', 'penjelasan', 'bareskrim', 'polri']",data juta pilih situs kpu duga bocor jelas bareskrim polri
KPU Sebut Peserta Pemilu 2024 dan Bawaslu Punya Salinan Data Pemilih Tetap yang Diduga Bocor https://t.co/u6rIoQsUZx,KPU Sebut Peserta Pemilu  dan Bawaslu Punya Salinan Data Pemilih Tetap yang Diduga Bocor ,"['kpu', 'sebut', 'peserta', 'pemilu', 'dan', 'bawaslu', 'punya', 'salinan', 'data', 'pemilih', 'tetap', 'yang', 'diduga', 'bocor']","['kpu', 'peserta', 'pemilu', 'bawaslu', 'salinan', 'data', 'pemilih', 'diduga', 'bocor']",kpu serta milu bawaslu salin data pilih duga bocor
"Data Pemilih Diduga Bocor, KPU Harus Tanggung Jawab https://t.co/RncEijv5br",Data Pemilih Diduga Bocor KPU Harus Tanggung Jawab ,"['data', 'pemilih', 'diduga', 'bocor', 'kpu', 'harus', 'tanggung', 'jawab']","['data', 'pemilih', 'diduga', 'bocor', 'kpu', 'tanggung']",data pilih duga bocor kpu tanggung
"data pemilih dari situs KPU bocor, tapi berita ini kog ga se rame biasanya? masyarakat udah ga kaget kali yak sama kasus kebocoran data",data pemilih dari situs KPU bocor tapi berita ini kog ga se rame biasanya masyarakat udah ga kaget kali yak sama kasus kebocoran data,"['data', 'pemilih', 'dari', 'situs', 'kpu', 'bocor', 'tapi', 'berita', 'ini', 'kog', 'ga', 'se', 'rame', 'biasanya', 'masyarakat', 'udah', 'ga', 'kaget', 'kali', 'yak', 'sama', 'kasus', 'kebocoran', 'data']","['data', 'pemilih', 'situs', 'kpu', 'bocor', 'berita', 'kog', 'ga', 'rame', 'masyarakat', 'udah', 'ga', 'kaget', 'kali', 'yak', 'kebocoran', 'data']",data pilih situs kpu bocor berita kog ga rame masyarakat udah ga kaget kali yak bocor data
"Data Pemilih untuk Pilpres 2024 Diduga Bocor, KPU Sebut Tim Gabungan Langsung Telusuri https://t.co/dUkts1wSFs",Data Pemilih untuk Pilpres  Diduga Bocor KPU Sebut Tim Gabungan Langsung Telusuri ,"['data', 'pemilih', 'untuk', 'pilpres', 'diduga', 'bocor', 'kpu', 'sebut', 'tim', 'gabungan', 'langsung', 'telusuri']","['data', 'pemilih', 'pilpres', 'diduga', 'bocor', 'kpu', 'tim', 'gabungan', 'langsung', 'telusuri']",data pilih pilpres duga bocor kpu tim gabung langsung telusur
"IT KPU kerjanya apa? Heboh Isu 204 Juta Data Pemilih di KPU Bocor, Begini Kata Pakar Telekomu... https://t.co/lNjmDBDsc7 via @YouTube",IT KPU kerjanya apa Heboh Isu  Juta Data Pemilih di KPU Bocor Begini Kata Pakar Telekomu  via YouTube,"['it', 'kpu', 'kerjanya', 'apa', 'heboh', 'isu', 'juta', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'begini', 'kata', 'pakar', 'telekomu', 'via', 'youtube']","['it', 'kpu', 'kerjanya', 'heboh', 'isu', 'juta', 'data', 'pemilih', 'kpu', 'bocor', 'pakar', 'telekomu', 'via', 'youtube']",it kpu kerja heboh isu juta data pilih kpu bocor pakar teko via youtube
"Data Pemilih Diduga Bocor, TPN Ganjar-Mahfud: Berisiko Adanya Intervensi Keputusan KPU  https://t.co/FYOAzUROiM",Data Pemilih Diduga Bocor TPN GanjarMahfud Berisiko Adanya Intervensi Keputusan KPU  ,"['data', 'pemilih', 'diduga', 'bocor', 'tpn', 'ganjarmahfud', 'berisiko', 'adanya', 'intervensi', 'keputusan', 'kpu']","['data', 'pemilih', 'diduga', 'bocor', 'tpn', 'ganjarmahfud', 'berisiko', 'intervensi', 'keputusan', 'kpu']",data pilih duga bocor tpn ganjarmahfud risiko intervensi putus kpu
"Wakil Komandan Alpha Tim Kampanye Nasional (TKN) Prabowo-Gibran, Herman Khaeron, menyebut kasus data daftar pemilih tetap (DPT) Pemilu 2024 diduga bocor dan dijual ilegal di internet harus segera dibenahi agar hasil nantinya legitimate. (ld)  #KPU  https://t.co/yTUnRWCTpr.",Wakil Komandan Alpha Tim Kampanye Nasional TKN PrabowoGibran Herman Khaeron menyebut kasus data daftar pemilih tetap DPT Pemilu  diduga bocor dan dijual ilegal di internet harus segera dibenahi agar hasil nantinya legitimate ld  KPU  ,"['wakil', 'komandan', 'alpha', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'herman', 'khaeron', 'menyebut', 'kasus', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'pemilu', 'diduga', 'bocor', 'dan', 'dijual', 'ilegal', 'di', 'internet', 'harus', 'segera', 'dibenahi', 'agar', 'hasil', 'nantinya', 'legitimate', 'ld', 'kpu']","['wakil', 'komandan', 'alpha', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'herman', 'khaeron', 'menyebut', 'data', 'daftar', 'pemilih', 'dpt', 'pemilu', 'diduga', 'bocor', 'dijual', 'ilegal', 'internet', 'dibenahi', 'hasil', 'legitimate', 'ld', 'kpu']",wakil komandan alpha tim kampanye nasional tkn prabowogibran herman khaeron sebut data daftar pilih dpt milu duga bocor jual ilegal internet benah hasil legitimate ld kpu
"Bocor!!! Bocor!!! Bocor!!!  Pemilu belum mulai, data pemilih di KPU udah bocor duluan, nih. Gimana menurut kalian, geng? #Pemilu2024 https://t.co/Uzn7CmBzrJ",Bocor Bocor Bocor  Pemilu belum mulai data pemilih di KPU udah bocor duluan nih Gimana menurut kalian geng Pemilu ,"['bocor', 'bocor', 'bocor', 'pemilu', 'belum', 'mulai', 'data', 'pemilih', 'di', 'kpu', 'udah', 'bocor', 'duluan', 'nih', 'gimana', 'menurut', 'kalian', 'geng', 'pemilu']","['bocor', 'bocor', 'bocor', 'pemilu', 'data', 'pemilih', 'kpu', 'udah', 'bocor', 'duluan', 'nih', 'gimana', 'geng', 'pemilu']",bocor bocor bocor milu data pilih kpu udah bocor duluan nih gimana geng milu
@tvOneNews Data Pemilih KPU bocor ? https://t.co/Tu0ugV9fy5,tvOneNews Data Pemilih KPU bocor  ,"['tvonenews', 'data', 'pemilih', 'kpu', 'bocor']","['tvonenews', 'data', 'pemilih', 'kpu', 'bocor']",tvonenews data pilih kpu bocor
"Isu Data Pemilih Bocor, Pakar Politik: Penting KPU Jernihkan Persoalan Ini  https://t.co/jk466Gscrg",Isu Data Pemilih Bocor Pakar Politik Penting KPU Jernihkan Persoalan Ini  ,"['isu', 'data', 'pemilih', 'bocor', 'pakar', 'politik', 'penting', 'kpu', 'jernihkan', 'persoalan', 'ini']","['isu', 'data', 'pemilih', 'bocor', 'pakar', 'politik', 'kpu', 'jernihkan']",isu data pilih bocor pakar politik kpu jernih
"Heboh Isu 204 Juta Data Pemilih di KPU Bocor, Begini Kata Pakar Telekomunikasi Ruby Alamsyah https://t.co/RnykiWnPqD",Heboh Isu  Juta Data Pemilih di KPU Bocor Begini Kata Pakar Telekomunikasi Ruby Alamsyah ,"['heboh', 'isu', 'juta', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'begini', 'kata', 'pakar', 'telekomunikasi', 'ruby', 'alamsyah']","['heboh', 'isu', 'juta', 'data', 'pemilih', 'kpu', 'bocor', 'pakar', 'telekomunikasi', 'ruby', 'alamsyah']",heboh isu juta data pilih kpu bocor pakar telekomunikasi ruby alamsyah
"Heboh isu data pemilih dari KPU bocor dan dijual seharga miliaran rupiah. Begini respons cawapres nomor urut tiga, Mahfud Md. https://t.co/Ph0LB4KB0i",Heboh isu data pemilih dari KPU bocor dan dijual seharga miliaran rupiah Begini respons cawapres nomor urut tiga Mahfud Md ,"['heboh', 'isu', 'data', 'pemilih', 'dari', 'kpu', 'bocor', 'dan', 'dijual', 'seharga', 'miliaran', 'rupiah', 'begini', 'respons', 'cawapres', 'nomor', 'urut', 'tiga', 'mahfud', 'md']","['heboh', 'isu', 'data', 'pemilih', 'kpu', 'bocor', 'dijual', 'seharga', 'miliaran', 'rupiah', 'respons', 'cawapres', 'nomor', 'urut', 'mahfud', 'md']",heboh isu data pilih kpu bocor jual harga miliar rupiah respons cawapres nomor urut mahfud md
"Topik menarik Indonesia Menyapa Sore Rabu 29 Nov 2023 1. Data pemilih KPU diduga bocor 2. Pemerintah akan atur pajak nonton bioskop 3. Siswa MAN 1 Medan, jadi korban bully dan kekerasan 4. To the Point: Waspada judi Online Jerat Anak SD Hubungi kami untuk interaktif {021} 3866712",Topik menarik Indonesia Menyapa Sore Rabu  Nov   Data pemilih KPU diduga bocor  Pemerintah akan atur pajak nonton bioskop  Siswa MAN  Medan jadi korban bully dan kekerasan  To the Point Waspada judi Online Jerat Anak SD Hubungi kami untuk interaktif  ,"['topik', 'menarik', 'indonesia', 'menyapa', 'sore', 'rabu', 'nov', 'data', 'pemilih', 'kpu', 'diduga', 'bocor', 'pemerintah', 'akan', 'atur', 'pajak', 'nonton', 'bioskop', 'siswa', 'man', 'medan', 'jadi', 'korban', 'bully', 'dan', 'kekerasan', 'to', 'the', 'point', 'waspada', 'judi', 'online', 'jerat', 'anak', 'sd', 'hubungi', 'kami', 'untuk', 'interaktif']","['topik', 'menarik', 'indonesia', 'menyapa', 'sore', 'rabu', 'nov', 'data', 'pemilih', 'kpu', 'diduga', 'bocor', 'pemerintah', 'atur', 'pajak', 'nonton', 'bioskop', 'siswa', 'man', 'medan', 'korban', 'bully', 'kekerasan', 'to', 'the', 'point', 'waspada', 'judi', 'online', 'jerat', 'anak', 'sd', 'hubungi', 'interaktif']",topik tarik indonesia sapa sore rabu nov data pilih kpu duga bocor perintah atur pajak nonton bioskop siswa man medan korban bully keras to the point waspada judi online jerat anak sd hubung interaktif
"Mahfud Kaget Data Pemilih Diduga Bocor, KPU Diminta Berhati-hati https://t.co/2POgUPl3IR",Mahfud Kaget Data Pemilih Diduga Bocor KPU Diminta Berhatihati ,"['mahfud', 'kaget', 'data', 'pemilih', 'diduga', 'bocor', 'kpu', 'diminta', 'berhatihati']","['mahfud', 'kaget', 'data', 'pemilih', 'diduga', 'bocor', 'kpu', 'berhatihati']",mahfud kaget data pilih duga bocor kpu berhatihati
"@Paltiwest 204 juta data pemilih di kpu sdh bocor,menang 1 putaran terbuka lebar...",Paltiwest  juta data pemilih di kpu sdh bocormenang  putaran terbuka lebar,"['paltiwest', 'juta', 'data', 'pemilih', 'di', 'kpu', 'sdh', 'bocormenang', 'putaran', 'terbuka', 'lebar']","['paltiwest', 'juta', 'data', 'pemilih', 'kpu', 'sdh', 'bocormenang', 'putaran', 'terbuka', 'lebar']",paltiwest juta data pilih kpu sdh bocormenang putar buka lebar
@pecatan1964 @Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @Anak__Ogi @al_lasan @Affan79992133 @Bambangmulyonoo @Miduk17 @Marbot_Udien @KPU_ID Golput sdh tidak ada artinya sebab konon data pemilih sebanyak 204 juta di kpu sdh bocor...,pecatan Aryprasetyo koteka nakula AnakKolong memoryusang AnakOgi allasan Affan Bambangmulyonoo Miduk MarbotUdien KPUID Golput sdh tidak ada artinya sebab konon data pemilih sebanyak  juta di kpu sdh bocor,"['pecatan', 'aryprasetyo', 'koteka', 'nakula', 'anakkolong', 'memoryusang', 'anakogi', 'allasan', 'affan', 'bambangmulyonoo', 'miduk', 'marbotudien', 'kpuid', 'golput', 'sdh', 'tidak', 'ada', 'artinya', 'sebab', 'konon', 'data', 'pemilih', 'sebanyak', 'juta', 'di', 'kpu', 'sdh', 'bocor']","['pecatan', 'aryprasetyo', 'koteka', 'nakula', 'anakkolong', 'memoryusang', 'anakogi', 'allasan', 'affan', 'bambangmulyonoo', 'miduk', 'marbotudien', 'kpuid', 'golput', 'sdh', 'konon', 'data', 'pemilih', 'juta', 'kpu', 'sdh', 'bocor']",pecat aryprasetyo koteka nakula anakkolong memoryusang anakogi allasan affan bambangmulyonoo miduk marbotudien kpuid golput sdh konon data pilih juta kpu sdh bocor
"Hacker dgn inisial Jimbo berhasil meRetas Jaringan KPU 204 Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web senilai 1,2M.. Data pemilih dari 514 kab/kota di Indonesia serta 128 negara perwakilan!!   https://t.co/KWOn8ixp1A https://t.co/ohRctf9b89",Hacker dgn inisial Jimbo berhasil meRetas Jaringan KPU  Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web senilai M Data pemilih dari  kabkota di Indonesia serta  negara perwakilan    ,"['hacker', 'dgn', 'inisial', 'jimbo', 'berhasil', 'meretas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dan', 'dijual', 'di', 'dark', 'web', 'senilai', 'm', 'data', 'pemilih', 'dari', 'kabkota', 'di', 'indonesia', 'serta', 'negara', 'perwakilan']","['hacker', 'dgn', 'inisial', 'jimbo', 'berhasil', 'meretas', 'jaringan', 'kpu', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'dark', 'web', 'senilai', 'm', 'data', 'pemilih', 'kabkota', 'indonesia', 'negara', 'perwakilan']",hacker dgn inisial jimbo hasil retas jaring kpu juta data pilih duga bocor jual dark web nila m data pilih kabkota indonesia negara wakil
"204 juta data pemilih diduga bocor, Kominfo koordinasi dengan BSSN dan KPU.  CARITAU selengkapnya di: https://t.co/zFomDDfiF3 https://t.co/gySSRBXk9v", juta data pemilih diduga bocor Kominfo koordinasi dengan BSSN dan KPU  CARITAU selengkapnya di  ,"['juta', 'data', 'pemilih', 'diduga', 'bocor', 'kominfo', 'koordinasi', 'dengan', 'bssn', 'dan', 'kpu', 'caritau', 'selengkapnya', 'di']","['juta', 'data', 'pemilih', 'diduga', 'bocor', 'kominfo', 'koordinasi', 'bssn', 'kpu', 'caritau', 'selengkapnya']",juta data pilih duga bocor kominfo koordinasi bssn kpu caritau lengkap
Terkuak !Ketua KPU Buka Suara Dugaan Data Pemilih di Pemilu 2024 Bocor https://t.co/mtIQmFa0Ra,Terkuak Ketua KPU Buka Suara Dugaan Data Pemilih di Pemilu  Bocor ,"['terkuak', 'ketua', 'kpu', 'buka', 'suara', 'dugaan', 'data', 'pemilih', 'di', 'pemilu', 'bocor']","['terkuak', 'ketua', 'kpu', 'buka', 'suara', 'dugaan', 'data', 'pemilih', 'pemilu', 'bocor']",kuak ketua kpu buka suara duga data pilih milu bocor
"204 data pemilih kpu diretas /bocor ?.  Diduga system data KPU dan Sdm KPU tidak kuasai IT.  Sangat disayangkan ,padahal pihak KPU telah meminta tambahan anggaran utk proteck data pemilih dsb tapi.. Hecker diluar sungguh diatas otak sdm kpu .", data pemilih kpu diretas bocor   Diduga system data KPU dan Sdm KPU tidak kuasai IT  Sangat disayangkan padahal pihak KPU telah meminta tambahan anggaran utk proteck data pemilih dsb tapi Hecker diluar sungguh diatas otak sdm kpu ,"['data', 'pemilih', 'kpu', 'diretas', 'bocor', 'diduga', 'system', 'data', 'kpu', 'dan', 'sdm', 'kpu', 'tidak', 'kuasai', 'it', 'sangat', 'disayangkan', 'padahal', 'pihak', 'kpu', 'telah', 'meminta', 'tambahan', 'anggaran', 'utk', 'proteck', 'data', 'pemilih', 'dsb', 'tapi', 'hecker', 'diluar', 'sungguh', 'diatas', 'otak', 'sdm', 'kpu']","['data', 'pemilih', 'kpu', 'diretas', 'bocor', 'diduga', 'system', 'data', 'kpu', 'sdm', 'kpu', 'kuasai', 'it', 'disayangkan', 'kpu', 'tambahan', 'anggaran', 'utk', 'proteck', 'data', 'pemilih', 'dsb', 'hecker', 'diluar', 'sungguh', 'diatas', 'otak', 'sdm', 'kpu']",data pilih kpu retas bocor duga system data kpu sdm kpu kuasa it sayang kpu tambah anggar utk proteck data pilih dsb hecker luar sungguh atas otak sdm kpu
"*Jaringan KPU Diretas Hacker, 204 Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web*  https://t.co/kc8au0Mqeo",Jaringan KPU Diretas Hacker  Juta Data Pemilih Diduga Bocor dan Dijual di Dark Web  ,"['jaringan', 'kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dan', 'dijual', 'di', 'dark', 'web']","['jaringan', 'kpu', 'diretas', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'dijual', 'dark', 'web']",jaring kpu retas hacker juta data pilih duga bocor jual dark web
"Data Pemilih Diduga Bocor, Komisi I DPR Minta KPU Tanggung Jawab https://t.co/FFRQ8JDrdT",Data Pemilih Diduga Bocor Komisi I DPR Minta KPU Tanggung Jawab ,"['data', 'pemilih', 'diduga', 'bocor', 'komisi', 'i', 'dpr', 'minta', 'kpu', 'tanggung', 'jawab']","['data', 'pemilih', 'diduga', 'bocor', 'komisi', 'i', 'dpr', 'kpu', 'tanggung']",data pilih duga bocor komisi i dpr kpu tanggung
"Data pemilih diduga bocor website KPU di retas, ini kata Mahfud MD cawapres nomor 3 sekaligus Menko Polhukam https://t.co/UhmR1BEFVB",Data pemilih diduga bocor website KPU di retas ini kata Mahfud MD cawapres nomor  sekaligus Menko Polhukam ,"['data', 'pemilih', 'diduga', 'bocor', 'website', 'kpu', 'di', 'retas', 'ini', 'kata', 'mahfud', 'md', 'cawapres', 'nomor', 'sekaligus', 'menko', 'polhukam']","['data', 'pemilih', 'diduga', 'bocor', 'website', 'kpu', 'retas', 'mahfud', 'md', 'cawapres', 'nomor', 'menko', 'polhukam']",data pilih duga bocor website kpu retas mahfud md cawapres nomor menko polhukam
"https://t.co/uUxW18h6LE, Jakarta - Seorang yang dikenal sebagai Jimbo"" mengaku telah meretas situs resmi https://t.co/0CPmJonQ9h dan mengambil Data Pemilih Tetap (DPT) darinya. Data yang disebut bocor mencapai 250 juta.  Selengkapnya : https://t.co/tUZD4o0pLx  #Hacker #KPU #DPT https://t.co/ugudTDmeLq""", Jakarta  Seorang yang dikenal sebagai Jimbo mengaku telah meretas situs resmi  dan mengambil Data Pemilih Tetap DPT darinya Data yang disebut bocor mencapai  juta  Selengkapnya    Hacker KPU DPT ,"['jakarta', 'seorang', 'yang', 'dikenal', 'sebagai', 'jimbo', 'mengaku', 'telah', 'meretas', 'situs', 'resmi', 'dan', 'mengambil', 'data', 'pemilih', 'tetap', 'dpt', 'darinya', 'data', 'yang', 'disebut', 'bocor', 'mencapai', 'juta', 'selengkapnya', 'hacker', 'kpu', 'dpt']","['jakarta', 'dikenal', 'jimbo', 'mengaku', 'meretas', 'situs', 'resmi', 'mengambil', 'data', 'pemilih', 'dpt', 'darinya', 'data', 'bocor', 'mencapai', 'juta', 'selengkapnya', 'hacker', 'kpu', 'dpt']",jakarta kenal jimbo aku retas situs resmi ambil data pilih dpt dari data bocor capai juta lengkap hacker kpu dpt
"Website KPU dibobol hacker, sebanyak 204 juta data pemilih diduga bocor.   Streaming: https://t.co/yWxcCCxLdz https://t.co/z09NqfUb6W",Website KPU dibobol hacker sebanyak  juta data pemilih diduga bocor   Streaming  ,"['website', 'kpu', 'dibobol', 'hacker', 'sebanyak', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'streaming']","['website', 'kpu', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'diduga', 'bocor', 'streaming']",website kpu bobol hacker juta data pilih duga bocor streaming
Komisi I Minta KPU Tanggung Jawab soal Dugaan 204 Juta Data Pemilih Bocor. Hal ini sesuai UU Perlindungan Data Pribadi. #newsupdate #update #news #text https://t.co/WXWadmFaGb,Komisi I Minta KPU Tanggung Jawab soal Dugaan  Juta Data Pemilih Bocor Hal ini sesuai UU Perlindungan Data Pribadi newsupdate update news text ,"['komisi', 'i', 'minta', 'kpu', 'tanggung', 'jawab', 'soal', 'dugaan', 'juta', 'data', 'pemilih', 'bocor', 'hal', 'ini', 'sesuai', 'uu', 'perlindungan', 'data', 'pribadi', 'newsupdate', 'update', 'news', 'text']","['komisi', 'i', 'kpu', 'tanggung', 'dugaan', 'juta', 'data', 'pemilih', 'bocor', 'sesuai', 'uu', 'perlindungan', 'data', 'pribadi', 'newsupdate', 'update', 'news', 'text']",komisi i kpu tanggung duga juta data pilih bocor sesuai uu lindung data pribadi newsupdate update news text
